Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Mass,Description,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,t.test,Rank,BHpVal
P01023,24,23,175.5389,0.009879636,0.054473849,1.640253208,0.761877872,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,164716.9032,A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3,155.2036201,183.3552474,210.1700294,305.6056322,290.7806439,674.9182139,244.657881,208.7123655,208.2154969,764.3372145,167.9811601,162.4278403,208.2920441,175.9540254,204.8649286,143.3850639,165.1991866,384.1728279,169.4953877,175.4516797,129.1686096,177.420927,123.5175077,155.1663406,307.8604185,119.0103005,109.38121,150.6572601,99.67097976,129.9748082,2.190901847,2.263293344,2.322570785,2.485161354,2.463565494,2.829251149,2.38855921,2.31954818,2.31851305,2.883285005,2.225260576,2.21066047,2.318672682,2.245399207,2.311467617,2.156503914,2.218007905,2.584526644,2.229157885,2.24415753,2.111156985,2.249004844,2.09172852,2.190797518,2.488353855,2.075584552,2.038942724,2.177990065,1.998568727,2.113859185,0.010242297,26,0.064999195
P59666;P59665,6,4,50.5914,0.010331639,0.055128468,1.64627313,0.756266582,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,10587.136,DEF3_HUMAN Neutrophil defensin 3 OS=Homo sapiens OX=9606 GN=DEFA3 PE=1 SV=1,7564.010109,6349.594485,4129.612712,5880.850307,4068.180496,3701.626231,7898.35241,3755.951443,8488.884141,13969.28481,2499.568534,2581.543237,4153.825279,2882.750182,4396.213405,4845.92511,1544.40103,1777.756363,2065.735987,5251.752072,1468.931482,4946.256007,4682.150161,5889.955058,3174.255965,2470.470927,2251.437821,4491.337829,2552.493063,2591.14489,3.878752101,3.80274599,3.615909324,3.769440125,3.609400213,3.568392564,3.897536507,3.574719969,3.928850606,4.145174172,3.397865049,3.411879403,3.618448225,3.459807008,3.643078766,3.685376698,3.188760082,3.249872242,3.315074815,3.720304215,3.167001539,3.694276591,3.670445338,3.770111981,3.501641944,3.392779747,3.352459957,3.652375723,3.406964571,3.413491698,0.010334996,27,0.063158306
P08311,3,3,19.1202,0.009713769,0.054473849,3.669596755,0.763978999,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,29179.4319,CATG_HUMAN Cathepsin G OS=Homo sapiens OX=9606 GN=CTSG PE=1 SV=2,37.06785801,24.23258411,19.52682409,25.0685144,8.213611774,33.69645144,28.14871266,3.293643626,31.48389045,96.81845017,2.51359793,11.84197248,8.75719954,5.240288117,1.311827178,5.399587015,7.136639811,1.969726386,3.024380487,8.446965094,5.050208652,10.95319396,17.18438125,5.73104047,3.289165536,4.746092884,6.797597261,3.409501751,3.049486235,5.706442464,1.568997491,1.384399729,1.290631614,1.399128598,0.914534172,1.527584168,1.449458538,0.517676606,1.498088393,1.985958126,0.40029581,1.073424047,0.942365246,0.719355166,0.117876624,0.732360544,0.853493778,0.294405903,0.480636427,0.9267007,0.703309322,1.039540778,1.235133899,0.758233475,0.517085731,0.676336233,0.83235543,0.532690918,0.484226677,0.756365443,0.013141289,28,0.07743974
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1;P0C0S5;P16104;Q71UI9;Q96QV6;Q8IUE6,4,4,29.4531,0.014055996,0.06967911,1.86590132,0.715310879,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,14135.5084,H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=HIST1H2AB PE=1 SV=2,619.8974973,671.3693573,430.5832264,398.1700973,241.0908545,551.0245022,1116.766761,85.78326015,436.2052151,1101.528027,557.4066986,150.9434778,250.6917064,120.472554,739.6139852,304.8484512,9.876499972,698.6535599,1076.618646,428.9618,34.93110795,329.7950633,265.8872232,174.2659122,53.70137729,20.49607331,33.07407754,90.04498742,202.4718138,280.6297637,2.792319883,2.826961515,2.634057108,2.600068641,2.382180736,2.741170911,3.047962479,1.933402547,2.639690854,3.041995552,2.746172184,2.178814352,2.399139967,2.080888117,2.869005115,2.484083993,0.994603067,2.844261876,3.032061897,2.632418619,1.543212361,2.51824415,2.424697469,2.241212444,1.729985424,1.311670666,1.51948774,1.954459542,2.306364573,2.448133731,0.015614376,29,0.088840416
P0DOX7;P01602,12,3,120.9398,0.01275327,0.065923452,2.83251096,0.72869108,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,23664.2431,IGK_HUMAN Immunoglobulin kappa light chain OS=Homo sapiens OX=9606 PE=1 SV=1,1962.865992,1162.611407,1394.628148,1671.910005,2562.251946,14967.04772,960.8601261,1582.1419,606.1695031,1899.269845,918.1129682,1029.385113,579.5848243,493.5922812,811.0678959,1052.227671,596.91026,903.4107839,1561.748352,885.7956322,567.3369203,834.6424391,709.7197446,487.3127876,576.1062759,480.0673532,615.1444142,569.6541137,982.5461946,687.1294041,3.292890651,3.06543458,3.144458426,3.223212897,3.408621832,4.175136143,2.982660171,3.199245432,2.782594083,3.278586673,2.962896122,3.012577883,2.763117005,2.69336836,2.909057211,3.022109719,2.775909044,2.95588527,3.193611056,2.947333535,2.753841047,2.921500464,2.851086888,2.687807808,2.760502606,2.681302173,2.788977085,2.755611238,2.992352978,2.837038534,0.015766771,30,0.08671724
P01591,4,4,29.9189,0.016394882,0.077483392,1.477394015,0.693316417,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,18554.8268,IGJ_HUMAN Immunoglobulin J chain OS=Homo sapiens OX=9606 GN=JCHAIN PE=1 SV=4,1757.762845,880.4442223,943.3746457,1072.888343,1687.824715,1692.337959,978.6797242,1421.068547,1282.514844,1087.375265,547.6251419,592.2903395,570.5154812,422.4775787,1039.309938,794.0158022,480.5006408,594.2840421,703.0661007,948.794183,519.3186862,721.8590968,662.2426961,890.0566576,847.2037093,747.7838241,913.2833656,771.523849,616.1074605,603.9265223,3.24496028,2.944701848,2.9746842,3.030554527,3.227327342,3.228487096,2.990640591,3.152615027,3.1080624,3.03637945,2.738483379,2.772534649,2.756267434,2.625803665,3.01674508,2.899829146,2.681693971,2.773994069,2.846996158,2.977172013,2.71543395,2.858452434,2.821017177,2.949417653,2.927987849,2.873776066,2.960605548,2.887349355,2.789656468,2.780984103,0.019091362,31,0.101615316
P04899;P08754;P63096,2,2,11.9968,0.018297951,0.084075282,1.274679359,0.677019822,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,41021.2501,GNAI2_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens OX=9606 GN=GNAI2 PE=1 SV=3,5103.188422,4537.599196,4700.660395,5318.60818,9693.340507,9898.015867,5859.247897,4828.645657,5198.590648,10444.81532,5094.128427,6054.155812,4721.118178,4971.665887,7322.275267,5583.420665,6472.012161,5277.107526,5792.566652,5350.349886,4675.58566,5092.805138,4772.756037,4270.926387,4435.163697,3992.596133,4235.87899,4381.489796,4672.871877,4539.282854,3.707841604,3.656826132,3.672158876,3.725797997,3.986473469,3.995548146,3.767841873,3.683825336,3.715885621,4.018900765,3.70706989,3.782053594,3.674044872,3.696501935,3.864646051,3.74690035,3.811039325,3.722395943,3.76287104,3.728382184,3.669836018,3.706957059,3.678769236,3.630522086,3.646909654,3.601255382,3.626943545,3.641621805,3.669583873,3.656987246,0.0211332,32,0.108968061
P06733;P13929,7,6,45.3376,0.022263493,0.094427194,1.16637591,0.646696749,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,47511.201,ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,1266.074792,1560.646813,1014.846629,1622.889432,1231.049549,1885.305939,1281.438425,1111.410959,1201.344363,1273.377028,1338.92019,1206.917453,1200.268561,955.4267936,1017.415854,949.6613585,1292.147652,1233.694345,1442.137153,1162.626826,1125.326525,1060.14486,1076.127341,1006.772104,1186.182739,816.2782144,1099.71925,831.0461068,1106.489884,1044.883517,3.102459362,3.19330463,3.006400414,3.210288932,3.090275533,3.275381836,3.107697743,3.045874675,3.079667515,3.104957011,3.12675469,3.081677568,3.079278431,2.980197416,3.007498501,2.977568767,3.111312143,3.091207574,3.159006566,3.065440339,3.051278556,3.025365212,3.031863665,3.002931174,3.0741516,2.911838206,3.041281827,2.919625119,3.043947448,3.019067878,0.022515454,33,0.112577271
P02763,6,5,49.9952,0.020659804,0.092022815,1.915762113,0.658433428,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,23739.6925,A1AG1_HUMAN Alpha-1-acid glycoprotein 1 OS=Homo sapiens OX=9606 GN=ORM1 PE=1 SV=1,313.3527399,248.3291198,252.3292762,219.6178072,212.6703469,228.828764,294.5378303,221.0254559,351.7682396,2144.413558,219.4057261,202.1478195,196.3250733,392.7058424,416.4438638,326.044448,191.2062511,256.9645275,185.3665596,203.1174652,153.519249,225.5820437,288.4104635,189.3316798,170.8463621,173.7677645,151.9343856,206.0510511,144.4843614,220.3440621,2.496033496,2.395027649,2.401967642,2.341667551,2.32770694,2.359510615,2.469141083,2.344442295,2.546256625,3.331308544,2.341247958,2.305669061,2.292975768,2.594067362,2.619556467,2.513276809,2.281502087,2.409873176,2.268031389,2.307747268,2.186162837,2.353304527,2.460011012,2.277223288,2.232605736,2.239969214,2.181656074,2.313974834,2.159820843,2.343101352,0.024451568,34,0.118662022
P31946,4,3,35.1505,0.02114028,0.092022815,1.2818749,0.654847406,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,28196.5102,1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3,40584.48184,43021.49276,44606.39877,34438.79495,39528.09823,37973.89934,27799.85343,36417.20055,10832.45342,28470.21586,39996.7956,34293.29998,33322.70943,39650.86496,10991.37691,54787.36889,52118.22813,49766.96618,51556.09347,46959.40809,45378.21358,50248.62166,45018.95163,33537.67619,34668.13541,36674.73411,33691.89704,37433.44459,32971.77872,38597.30488,4.608360005,4.633685475,4.649397163,4.537047947,4.59690592,4.579485195,4.444042506,4.561306558,4.03472683,4.45439076,4.602025199,4.535209278,4.522740306,4.598252666,4.041052101,4.738680444,4.716989643,4.696941167,4.712280002,4.671722614,4.656847395,4.701124153,4.653395377,4.525532967,4.539930484,4.564366974,4.527525465,4.573259792,4.518142377,4.58655698,0.024720431,35,0.116539174
P24158,2,2,6.3674,0.002342354,0.022791449,29.42317213,0.897957664,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,28263.292,PRTN3_HUMAN Myeloblastin OS=Homo sapiens OX=9606 GN=PRTN3 PE=1 SV=3,26.93763586,19.21149076,1.841624203,12.41786217,9.315660133,0.00001,31.96923136,1.615279461,6.675673316,110.4604692,0.00001,0.00001,0.00001,1.695615303,0.00001,0.953097498,0.00001,0.00001,0.00001,0.882461734,0.00001,0.483869509,0.00001,4.824840667,0.405580784,0.00001,0.00001,0.00001,0.00001,0.00001,1.430359478,1.283561066,0.265201014,1.094046835,0.969213636,-5,1.504732195,0.208247671,0.824495076,2.043206884,-5,-5,-5,0.229327327,-5,-0.02086267,-5,-5,-5,-0.054304118,-5,-0.315271744,-5,0.683482976,-0.39192263,-5,-5,-5,-5,-5,0.026251978,36,0.120321567
P0C1K1,6,6,28.8365,0.025406756,0.105064891,1.133162658,0.625437564,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,13574.0437,TAT_HV1AN Protein Tat OS=Human immunodeficiency virus type 1 group O (isolate ANT70) OX=327105 GN=tat PE=3 SV=1,4772.934559,4975.281603,5434.758376,5822.551727,6702.473209,5138.461307,4574.921518,5285.342359,3108.389513,4500.93103,5944.701182,4675.425221,5314.279564,5334.62957,3608.403397,7606.502291,6383.937932,5700.17311,5855.149687,5941.090749,5778.191922,5374.516103,5841.59827,5218.928395,5081.286226,4857.565278,5251.560368,5545.803154,5801.928061,4968.216803,3.67878548,3.696817667,3.735180241,3.765113355,3.826235087,3.710833091,3.660383648,3.723073124,3.492535435,3.653302358,3.774130029,3.669821115,3.725444397,3.727104268,3.557315083,3.881185,3.805088656,3.755888045,3.767538002,3.773866186,3.761791963,3.730339368,3.766531687,3.717581338,3.705973659,3.686418646,3.720288362,3.74396445,3.76357234,3.696200539,0.027251189,37,0.121525573
P20061,3,3,17.3753,0.029429854,0.118733326,2.4790522,0.601019256,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,48720.0357,TCO1_HUMAN Transcobalamin-1 OS=Homo sapiens OX=9606 GN=TCN1 PE=1 SV=2,87.78685706,18.54560049,41.25483173,104.0103406,34.69179901,61.35937287,10.80113434,92.75001252,6.240131041,15.10225551,30.06941678,15.38134521,10.51384551,106.0639887,8.388187519,16.85463921,21.61033779,54.17342547,23.49594676,10.08622088,4.834940623,13.89724736,5.700297526,30.17700538,9.042681488,4.609262511,13.2802998,15.42312507,13.74679324,22.42460641,1.943429501,1.2682409,1.61547482,2.017076519,1.540226822,1.787880912,1.033469368,1.967313977,0.79519371,1.179041814,1.478125005,1.186994319,1.021761591,2.025567956,0.923668131,1.22671946,1.334661555,1.733786298,1.37099295,1.003728475,0.684391145,1.142928788,0.755897524,1.47967614,0.956297234,0.663631443,1.123207879,1.18817238,1.138201401,1.350724829,0.03040648,38,0.132028137
P61769,7,7,53.6812,0.030678538,0.120824151,1.478869684,0.593978452,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,13828.6371,B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1,2275.00126,1259.965584,1310.507536,1042.188709,3230.608451,1310.422032,907.0724006,823.4664863,762.5616544,1598.351818,2244.932679,983.4217865,678.5172586,1947.342484,843.8284644,1316.057499,976.2193183,991.2818567,1469.34925,1421.093691,808.9039854,1130.473198,745.6107445,736.9402253,632.7387446,459.7669557,895.5905221,615.0945178,1193.552028,954.8990157,3.356981641,3.100358682,3.117439523,3.017946364,3.509284325,3.117411186,2.957641953,2.915645929,2.882274963,3.203672379,3.351203322,2.992739825,2.831560899,3.289442339,2.926254171,3.119274864,2.989547398,2.996197157,3.167125036,3.152622711,2.907896975,3.05326027,2.872512158,2.867432263,2.801224429,2.662537755,2.952109489,2.788941856,3.076841355,2.979957446,0.031508892,39,0.133306852
P06702,3,3,34.7727,0.031619935,0.121635655,1.556889894,0.588820386,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,13299.061,S10A9_HUMAN Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1,600.0135092,614.6053071,519.5076467,459.1025613,478.5345233,473.0483276,751.4201685,242.3258986,713.2013922,1417.042841,259.8841136,172.2313561,512.2947457,267.9762675,464.2659674,481.5851165,187.5730379,331.586373,308.1893208,469.3260648,198.9298045,647.7967591,436.185788,446.4971714,361.0870745,156.4402984,183.4012544,244.262617,330.467177,320.0867483,2.778161029,2.788596306,2.715591944,2.661909716,2.679913275,2.674905511,2.875882848,2.384399832,2.853212182,3.15138298,2.414779732,2.236112221,2.709519902,2.428096334,2.666766849,2.682673057,2.273170412,2.520596674,2.488817586,2.671474674,2.298699856,2.811438771,2.639671511,2.649818712,2.557611943,2.194348636,2.263402302,2.387857006,2.519128331,2.505267695,0.032047356,40,0.132195344
P29401,2,2,13.0199,0.033668034,0.126570784,2.101601632,0.578012847,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,68562.0705,TKT_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3,17.12821623,30.34771513,11.61266429,29.88270359,71.28903699,119.1362356,23.37993997,8.394288897,13.55650444,13.18457516,24.26790886,8.328028272,22.24499287,9.397756436,49.34437055,11.93900628,22.19808385,13.52640681,22.71327289,5.858643674,14.00678129,1.892306604,12.26387271,4.682766342,36.45476584,8.369567699,18.36762336,10.41719424,13.05824822,19.08519955,1.233712137,1.482125999,1.064931871,1.475419887,1.853022748,2.076043874,1.368843392,0.923983912,1.132147721,1.12006614,1.385032355,0.920542191,1.347232271,0.973024185,1.693237613,1.076968181,1.346315488,1.131182445,1.356279719,0.767797085,1.146338347,0.276991505,1.088627634,0.670502488,1.561754313,0.922703027,1.264052965,1.017750762,1.11588492,1.280696705,0.03372971,41,0.135741517
P08118,2,2,12.5812,0.044353013,0.14729419,1.713114056,0.529117228,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,13492.1217,MSMB_HUMAN Beta-microseminoprotein OS=Homo sapiens OX=9606 GN=MSMB PE=1 SV=1,1408.095196,283.3934425,504.3035285,648.3874283,1221.812223,968.4502914,147.3545463,226.5498244,406.2610084,254.89103,782.6624606,393.1962824,225.4101272,219.000982,319.931658,727.495614,259.7553282,536.4746055,611.7670541,523.8844647,146.155878,276.7848759,173.6716281,461.669392,128.9793665,79.36398487,117.8099768,111.6744231,395.6919948,124.3419948,3.148632017,2.452389797,2.702692007,2.811834586,3.087004465,2.986077334,2.16836354,2.35516373,2.608805142,2.406354552,2.893574504,2.594609403,2.352973424,2.340446062,2.505057217,2.861830379,2.414564465,2.729549169,2.786586085,2.71923552,2.164816286,2.442142356,2.239728876,2.664331082,2.110520239,1.899623466,2.07118207,2.047953718,2.597357264,2.094617831,0.044386376,42,0.174375049
P20160,4,4,25.3723,0.041270894,0.14729419,2.026573988,0.542104728,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,27341.8812,CAP7_HUMAN Azurocidin OS=Homo sapiens OX=9606 GN=AZU1 PE=1 SV=3,48.42273704,52.39506362,46.39267815,51.14686748,43.10421858,13.68245385,53.41774929,29.90503637,59.6073779,286.8734557,24.69297197,27.52798283,30.9306604,29.30096125,13.59093909,25.09802608,33.65307529,47.20802828,23.98710914,34.54281855,17.92580139,32.81763281,38.78796065,26.18634359,11.35779223,16.81989411,21.74529646,23.06428419,21.62678377,25.35756205,1.685049334,1.719290372,1.666449444,1.70881904,1.634519776,1.136163992,1.727685585,1.475744335,1.775300018,2.457690365,1.392573363,1.439774389,1.490389193,1.466881868,1.133249466,1.399639566,1.527024757,1.674015862,1.379977911,1.538357771,1.25347858,1.516107251,1.588696946,1.418074862,1.05529392,1.225823257,1.337365333,1.362939981,1.334991938,1.404107497,0.044611384,43,0.171183219
Q96DA0,8,7,52.2258,0.044523289,0.14729419,1.2007989,0.528422405,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,22739.0842,ZG16B_HUMAN Zymogen granule protein 16 homolog B OS=Homo sapiens OX=9606 GN=ZG16B PE=1 SV=3,1463.434784,1142.867158,1846.440653,1625.941783,2470.297737,1858.718837,1396.521126,1261.686666,1345.825311,1642.132402,1288.883549,1186.17565,1208.012756,1163.017525,912.846526,878.1635896,1894.112271,1388.640495,1263.601754,1304.615828,1239.904509,1058.479818,965.5861575,1365.918031,1022.953481,1302.116798,937.640833,1082.375793,1392.760069,1068.372442,3.165373374,3.057995753,3.266335353,3.211104991,3.392749301,3.2692137,3.14504751,3.100951513,3.128988692,3.21540817,3.110213681,3.074149004,3.08207152,3.065586259,2.960397767,2.943575426,3.277405718,3.142589826,3.10161022,3.115482643,3.093388239,3.024682582,2.984791031,3.135424638,3.009855885,3.114649942,2.972036512,3.034378071,3.143876307,3.028722677,0.044943277,44,0.168537287
P04792,6,6,40.6691,0.043347307,0.14729419,1.239467858,0.533268248,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,22839.5719,HSPB1_HUMAN Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2,18324.70756,18571.08224,18597.97481,15830.06572,17598.44366,19929.63491,13240.48584,14371.81538,5292.281997,13697.95361,17417.28143,12540.97092,14289.52626,14038.73199,6266.71753,28011.6993,20038.94212,21738.01206,22633.47666,20575.91459,19989.15839,21294.1696,18391.9787,13583.95941,13968.31332,14009.84997,13317.66958,14509.30429,14191.37915,16438.61316,4.263037052,4.268837213,4.269465655,4.199482718,4.245474262,4.299499343,4.121903921,4.15751163,3.723642977,4.136655691,4.240980369,4.098331161,4.155017831,4.147327883,3.797040119,4.447339456,4.301874791,4.337219825,4.35475127,4.313359149,4.300794509,4.328260709,4.264628455,4.133026375,4.145143968,4.146433485,4.124428236,4.161646589,4.152024603,4.215865176,0.045359548,45,0.166318341
Q9GZZ8,5,4,38.4357,0.040297605,0.14729419,1.357309094,0.546376888,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,14246.0971,LACRT_HUMAN Extracellular glycoprotein lacritin OS=Homo sapiens OX=9606 GN=LACRT PE=1 SV=1,1811.514046,2141.782367,2404.810625,1020.651646,1221.353923,91.79354501,1049.105947,1019.015676,1737.794261,1602.798674,2395.998363,2489.394416,2009.004434,2004.778959,1508.448316,2238.188155,2635.630763,2533.805268,2631.857819,2216.942435,2519.320657,2471.642955,2266.55487,1610.001593,1441.827724,1960.636561,2711.546788,1705.121256,1961.857088,2360.330145,3.258041706,3.330775339,3.381080882,3.00887754,3.086841532,1.962812142,3.020819349,3.008180865,3.239998359,3.204878975,3.379486517,3.396093711,3.302980895,3.302066496,3.178530435,3.349896593,3.420884568,3.403773235,3.420262424,3.345754416,3.401283448,3.392985734,3.355366237,3.206826306,3.158913372,3.292397097,3.433217103,3.231755268,3.292667368,3.372972753,0.047550946,46,0.170563176
P13796,11,10,63.8436,0.047787077,0.154991783,1.273632518,0.515527447,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,70858.8014,PLSL_HUMAN Plastin-2 OS=Homo sapiens OX=9606 GN=LCP1 PE=1 SV=6,786.3893057,1033.594539,907.2465264,948.7308419,2155.893913,976.4639703,811.6113778,1116.48328,665.5187266,747.9344923,1322.941621,1314.902939,964.7935695,837.8962113,581.8280806,1201.66827,2945.669755,1512.579462,1509.187569,1251.546761,860.2604914,996.526926,1392.236253,991.0174159,1559.82325,930.9184075,1132.415211,826.6926738,1105.785476,1107.51681,2.895637599,3.014350206,2.957725314,2.977143019,3.333627386,2.989656223,2.909348127,3.047852224,2.82316028,2.873863562,3.12154068,3.118893696,2.9844344,2.923190227,2.764794678,3.079784594,3.469184056,3.179718199,3.178743219,3.097447081,2.934629978,2.998489038,3.143712938,2.996081287,3.193075389,2.968911618,3.054005694,2.917344089,3.043670882,3.044350327,0.047787505,47,0.167764643
P0DKA8;P22155,2,2,19.0925,0.04416384,0.14729419,13.43604078,0.529891845,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,21651.3507,VE8E2_HPV57 Protein E8^E2C OS=Human papillomavirus type 57 OX=333753 PE=3 SV=1,27.90624984,25.30762942,17.8661381,65.60169009,38.51976953,57.43913067,35.59563281,62.67229294,58.79556328,3781.107562,19.24265252,16.44955845,21.80337096,17.93075705,17.8832511,17.52583291,7.05400826,38.60338633,6.456591999,18.02439093,11.23380405,26.53849953,21.63430691,32.88803828,31.27592391,18.43153431,21.40491505,22.53128425,19.40269218,24.35920811,1.445701478,1.403251467,1.252030687,1.816915028,1.58568368,1.759207858,1.551396718,1.797075584,1.769344555,3.577619032,1.284264938,1.216154245,1.338523644,1.253598626,1.252446475,1.243678667,0.848435964,1.586625403,0.810003344,1.255860598,1.050526844,1.423876365,1.335142986,1.517037969,1.495210148,1.265561489,1.330513509,1.352785947,1.287861994,1.386663166,0.049236192,48,0.169249411
P01024,28,28,221.4925,0.049169654,0.155579917,1.154197962,0.510293922,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,188688.0949,CO3_HUMAN Complement C3 OS=Homo sapiens OX=9606 GN=C3 PE=1 SV=2,43435.85402,46387.60282,61670.46065,63889.37726,47607.40478,28968.89241,41799.21641,47987.87329,47927.4332,62402.19246,51078.58981,77751.01566,57548.09144,56998.60126,51988.83849,41378.12453,78363.44545,67098.62608,63199.81541,61525.35386,73863.71883,66242.34937,67399.87797,55880.30095,47606.7905,57295.43969,54285.9196,59971.73244,67021.86348,47729.95176,4.637848365,4.66640193,4.790077192,4.805428655,4.677674507,4.461931891,4.62116814,4.681131503,4.680584171,4.795199849,4.708238899,4.890706071,4.760030925,4.755864198,4.715910115,4.616770802,4.894113523,4.826713628,4.80071581,4.78905412,4.868431169,4.821135727,4.82865911,4.747258736,4.677668904,4.758120057,4.734687199,4.777946595,4.826216499,4.678790995,0.049857321,49,0.167886896
P02652,2,2,16.2066,0.049849525,0.155579917,1.117677496,0.507767298,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,11289.0901,APOA2_HUMAN Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1,6182.856009,6934.190191,8111.734265,7615.357919,7502.874133,7123.828312,5878.29065,6756.134772,5916.04542,6728.184915,8034.233354,7177.065195,6693.195713,7019.28244,6561.375696,9600.204993,9161.782506,9251.355276,8563.551032,8877.899501,8699.52185,8506.902331,8222.564042,6614.694373,6070.060741,6411.31317,6164.566435,7027.717518,6285.260876,7043.326859,3.791189132,3.840995749,3.909113715,3.88169032,3.875227661,3.852713444,3.769251056,3.829698304,3.7720315,3.827897919,3.904944442,3.855946891,3.825633524,3.846292718,3.816994906,3.982280507,3.961979978,3.966205359,3.93265389,3.948310224,3.939495383,3.929771447,3.915007265,3.820509783,3.783193037,3.806946991,3.789902537,3.846814297,3.798323308,3.847777843,0.05216209,50,0.172134895
P61981,4,2,22.9973,0.054257625,0.165827342,1.097863957,0.492083742,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,28473.7251,1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens OX=9606 GN=YWHAG PE=1 SV=2,7747.52026,7273.821638,7970.028087,7673.514126,8903.451975,7133.764113,6862.4124,7963.032068,5917.426982,7982.407825,7591.003716,11223.55687,7843.514662,8295.963618,6660.587828,9711.053703,10944.71884,9465.339369,8958.971739,9046.46337,7939.899215,9098.760672,7716.622833,6919.53983,7708.305584,8110.02569,7867.692869,8566.172937,8998.543924,7444.08943,3.889162721,3.861762647,3.901459852,3.884994297,3.94955842,3.853318745,3.836476814,3.901078465,3.772132908,3.902133912,3.880299204,4.050130511,3.894510713,3.918866839,3.823512559,3.987266356,4.03920461,3.97613619,3.952258167,3.956478829,3.89981499,3.958982242,3.887427274,3.840077214,3.886958923,3.90902223,3.895847398,3.932786838,3.954172241,3.871811582,0.054567445,51,0.176541734
